"","No","Words.(Indonesian)","Words.(English)","ALL_Valence_N","ALL_Valence_Mean","ALL_Valence_SD","ALL_Arousal_N","ALL_Arousal_Mean","ALL_Arousal_SD","ALL_Dominance_N","ALL_Dominance_Mean","ALL_Dominance_SD","ALL_Predictability_N","ALLPredictability_Mean","ALL_Predictability_SD","ALL_Concreteness_N","ALL_Concreteness_Mean","ALL_Concreteness_SD","ALL_Frequency_N","ALL_Frequency_Mean","ALL_Frequency_SD","Borrowed","age","age.youngest","age.oldest","age.youngest.num","age.oldest.num","Parameter_name","bor15","bor15.cat","cat","ALL_Valence_Mean.scaled","ALL_Frequency_Mean.scaled","ALL_Concreteness_Mean.scaled","ALL_Dominance_Mean.scaled","ALL_Arousal_Mean.scaled","ALLPredictability_Mean.scaled"
"37",37,"angin","wind ",56,4.98214285714286,2.09320173573727,69,3.88405797101449,2.434653205671,82,5.14634146341463,2.54888962132854,68,6.73529411764706,1.60798053618226,70,4.18571428571429,2.20206001802434,61,5.9016393442623,2.55411379303264,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the air",0,"0","Noun",-0.0964496287380702,0.273181011434459,0.49462188815552,-0.21453428436129,-1.42277010847245,1.87040044608669
"41",41,"api","fire ",56,4.57142857142857,1.84742713333626,69,4.63768115942029,2.10021717709463,82,4.91463414634146,2.20661866072989,68,5.16176470588235,2.47742219250772,70,3.18571428571429,2.34856019502333,61,5.9672131147541,2.40809200485055,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the fire",0,"0","Noun",-0.474832392126702,0.399065315936975,-0.632192600506873,-0.725235373491862,-0.150707090276362,-0.380877296549384
"48",48,"asap","smoke, fumes",56,3.96428571428571,1.66202817735972,69,5.20289855072464,2.13224343429312,82,4.91463414634146,2.15567708427286,68,5.48529411764706,2.5655155547097,70,2.87142857142857,1.94803080482911,61,5.78688524590164,2.26653005052776,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the smoke",0,"0","Noun",-1.03418082496207,0.0528834785550571,-0.986334296943625,-0.725235373491862,0.8033401733707,0.0820022393197159
"55",55,"awan","cloud ",56,5.48214285714286,1.76831785942122,69,4.17391304347826,2.19596234926426,82,5.20731707317073,2.3079989990693,68,6.20588235294118,2.26299777095023,70,3.75714285714286,2.20956887581655,61,6.24590163934426,2.14208416971975,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the cloud",0,"0","Noun",0.364190257126351,0.934073610072663,0.0117013930144941,-0.0801392609058767,-0.933515101473952,1.11296120557362
"57",57,"babi","pig",56,4.03571428571429,2.18227809005582,69,5.30434782608696,2.11649229668897,82,5.20731707317073,2.14727967367757,68,5.35294117647059,2.51422642257034,70,2.17142857142857,1.48393746275736,61,4.62295081967213,2.32496547950165,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the pig",0,"0","Noun",-0.968375126981439,-2.18156292636459,-1.7751044390073,-0.0801392609058767,0.974579425820172,-0.107357570808553
"58",58,"badai","storm ",56,3.16071428571429,1.72444231527219,69,5.52173913043478,2.03360514164445,82,4.90243902439024,2.3965497632724,68,5.32352941176471,2.5883849425969,70,3.95714285714286,2.03900881209911,61,5.18032786885246,2.14093590688209,"1. clearly borrowed","Prehistorical",NA,NA,NA,NA,"the storm",1,"1","Noun",-1.77449492724418,-1.11154633809321,0.237064290746973,-0.752114378182946,1.34152068106904,-0.149437528614834
"59",59,"badan","body ",56,5.44642857142857,1.38720966308293,69,4.33333333333333,2.1259369330103,82,5.5,2.21247863908221,68,6.41176470588235,2.49916579585142,70,2.2,1.68195883042552,61,5.81967213114754,2.27675351265284,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the body",1,"1","Noun",0.331287408136035,0.115825630806314,-1.74290973933123,0.564956851680111,-0.664424847624781,1.40752091021759
"60",60,"bagian","part, share",56,5.75,1.98402712591427,69,4.04347826086957,2.19246559171267,82,5.59756097560976,2.04190516277494,68,6.82352941176471,1.80332343661155,70,4.62857142857143,2.38456041323956,61,5.63934426229508,2.34544087458517,"5. no evidence for borrowing","Early Malay",NA,NA,NA,NA,"the part",0,"0","Noun",0.61096162455372,-0.230356206575602,0.99363973313458,0.779988889208773,-1.15367985462327,1.99664031950554
"61",61,"bagus","fine, good, nice",56,5.96428571428571,2.35846086724746,69,6.27536231884058,2.31925481167991,82,5.81707317073171,2.27779430227333,68,6.67647058823529,2.1609918705987,70,5.85714285714286,2.46297636772904,61,6.49180327868852,2.11047349205237,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"good",0,"0","Adj",0.808378718495615,1.4061397519571,2.37801181920552,1.26381097364826,2.61358369926513,1.78624053047413
"62",62,"bahagia","happy ",56,6.21428571428571,2.67455543095423,69,6.40579710144928,2.09564562970117,82,6.14634146341463,2.1379692176901,68,6.35294117647059,2.83245953921045,70,5.75714285714286,2.30585715638954,61,6.39344262295082,2.02713828277361,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"happy",1,"1","Adj",1.03869866142783,1.21731329520332,2.26533037033928,1.9895441003075,2.83374845241445,1.32336099460503
"63",63,"bahasa","language ",56,5.91071428571429,2.16817296957001,69,4.42028985507246,2.11719707258448,82,5.9390243902439,2.11021946653153,68,7,1.9161528621289,70,5.38571428571429,2.38529831113978,61,5.98360655737705,2.30573056592113,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the language",1,"1","Noun",0.759024445010141,0.430536392062603,1.84679927455039,1.53260102055909,-0.517648345525232,2.24912006634323
"64",64,"bahaya","danger, peril",56,3.32142857142857,1.58524036442018,69,6.07246376811594,1.75162815503773,82,5.15853658536585,2.16292846862151,68,5.45588235294118,2.53002167136852,70,4.97142857142857,2.04281298364005,61,5.67213114754098,2.22651679741706,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the danger",1,"1","Noun",-1.62643210678775,-0.167414054324345,1.3799761292474,-0.187655279670208,2.27110519436618,0.0399222815134343
"65",65,"baik","good, fine, kind",56,6.91071428571429,1.96586123355907,69,5.55072463768116,2.21980544910676,82,6.10975609756098,2.32010055955423,68,6.63235294117647,2.43668732653672,70,5.55714285714286,2.71141288526269,61,6.27868852459016,2.49753977306324,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"good",0,"0","Adj",1.68030421673898,0.997015762323921,2.0399674726068,1.90890708623425,1.39044618176889,1.72312059376471
"73",73,"bangga","proud ",56,6.89285714285714,1.53360622454007,69,6.10144927536232,1.86409517189686,82,5.84146341463415,1.99053012478016,68,6.51470588235294,2.18879539595139,70,5.3,2.14239470510543,61,6.0655737704918,2.24995446219856,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"proud",0,"0","Adj",1.66385279224383,0.587891772690747,1.75021517552219,1.31756898303043,2.32003069506603,1.55480076253958
"74",74,"bangkai","carcass, corpse",56,2.55357142857143,1.43868175591588,69,4.31884057971014,2.26542265646981,82,4.64634146341463,2.19636035193306,68,5.39705882352941,2.22696973608609,70,3.51428571428571,2.23115526806803,61,5.0655737704918,2.30845440687787,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the carcass",0,"0","Noun",-2.33384336007955,-1.33184387097261,-0.261953554232087,-1.31657347669568,-0.688887597974706,-0.0442376340991291
"79",79,"bangun","wake up, get up",56,5.69642857142857,1.72594788562578,69,5,2.29449468998142,82,5.41463414634146,2.13698310196382,68,7.16176470588235,1.6355225931688,70,4.17142857142857,2.18009060157047,61,6.0655737704918,2.35845184007798,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"to wake up",0,"0","Verb",0.561607351068246,0.587891772690747,0.478524538317486,0.376803818842532,0.460861668471755,2.48055983427778
"81",81,"bank","bank ",56,5.51785714285714,1.47698798454609,69,4.17391304347826,1.74015315197467,82,5.84146341463415,1.94663059451055,68,6.66176470588235,1.95173320691496,70,3.15714285714286,2.01900904295349,61,6.08196721311475,2.01903509930869,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the bank",1,"1","Noun",0.397093106116668,0.619362848816375,-0.664387300182942,1.31756898303043,-0.933515101473952,1.76520055157099
"82",82,"bantal","pillow, cushion",56,6.19642857142857,1.3674082034291,69,3.78260869565217,2.14797829171712,82,5.01219512195122,2.33858616377674,68,6.57352941176471,2.19440384907915,70,3.04285714285714,2.02474342110922,61,6.0983606557377,2.15023191022726,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the pillow",0,"0","Noun",1.02224723693267,0.650833924942004,-0.793166098887215,-0.510203335963202,-1.59400936092192,1.63896067815214
"85",85,"barang","goods, commodity",56,5.25,1.62088640171751,69,4.14492753623188,1.79275799947226,82,5.81707317073171,1.84007547336145,68,6.69117647058824,2.06793106600933,70,3.18571428571429,2.03086943002792,61,5.98360655737705,2.49326962894569,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the thing",0,"0","Noun",0.150321738689299,0.430536392062603,-0.632192600506873,1.26381097364826,-0.982440602173802,1.80728050937727
"87",87,"batang","stem, pole, stick",56,4.78571428571429,1.82621601544421,69,4.15942028985507,1.92218616658065,82,5.64634146341463,2.21873031881801,68,6.58823529411765,2.0460029771768,70,3.15714285714286,2.13755728314269,61,5.08196721311475,2.51856494832019,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the tree trunk",0,"0","Noun",-0.277415298184807,-1.30037279484698,-0.664387300182942,0.887504907973105,-0.957977851823877,1.66000065705528
"89",89,"batu","stone ",56,5.05357142857143,1.55411059460379,69,3.79710144927536,2.16645352745345,82,5.57317073170732,2.30956405380733,68,6.85294117647059,2.20084587457921,70,2.9,1.96454073255178,61,6.18032786885246,2.17951215276348,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the stone or rock",0,"0","Noun",-0.030643930757438,0.808189305570149,-0.954139597267557,0.726230879826608,-1.56954661057199,2.03872027731182
"90",90,"bau","scent, odor, smell",56,3,1.4142135623731,69,5.07246376811594,2.11659299332754,82,5.07317073170732,2.38193037082919,68,5.57352941176471,2.33286817555025,70,4,2.25221308230725,61,6.0327868852459,2.15226402589424,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"stinking",0,"0","Adj",-1.9225577477006,0.524949620439488,0.285356340261075,-0.375808312507787,0.583175420221379,0.208242112738561
"91",91,"bayangan","shadow, imagination, estimation",56,4.83928571428571,1.38533600406394,69,3.78260869565217,1.75624570518538,82,4.97560975609756,2.19975088239441,68,6.66176470588235,1.84156239731738,70,4.37142857142857,2.42075224008313,61,5.88524590163934,2.16870438015987,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the shade or shadow",0,"0","Noun",-0.228061024699333,0.241709935308829,0.703887436049963,-0.590840350036449,-1.59400936092192,1.76520055157099
"92",92,"bayi","baby ",56,7,1.53741222957161,69,5.20289855072464,2.2853736349493,82,5.68292682926829,2.26556644747253,68,5.20588235294118,2.57171075837827,70,3.14285714285714,2.40943624584141,61,6.57377049180328,1.94472805633969,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the baby",1,"1","Noun",1.76256133921477,1.56349513258524,-0.680484650020976,0.968141922046352,0.8033401733707,-0.317757359839961
"98",98,"bedil","gun, rifle",56,3.26785714285714,1.45840599695286,69,4.65217391304348,2.1270394155238,82,5.23170731707317,2.10407470932354,68,4.44117647058824,2.58227224330483,70,4.05714285714286,2.13246617986818,61,3.88524590163934,2.2883644862342,"2. probably borrowed","Early Malay",NA,NA,NA,NA,"the gun",1,"1","Noun",-1.67578638027323,-3.59776135201788,0.349745739613212,-0.0263812515237111,-0.126244339926437,-1.41183626280329
"101",101,"belajar","study, learn",56,5.83928571428571,1.96123139160798,69,4.56521739130435,1.95897828163775,82,6.21951219512195,2.06693182435128,68,6.67647058823529,1.88030782229526,70,4.15714285714286,2.25630012834089,61,6.13114754098361,2.62979980122737,"2. probably borrowed","Early Malay",NA,NA,NA,NA,"to learn",1,"1","Verb",0.69321874702951,0.713776077193262,0.462427188479452,2.150818128454,-0.273020842025986,1.78624053047413
"104",104,"benak","brain, mind",56,6.21428571428571,1.34454163483033,69,4.23188405797101,2.05186376924401,82,5.81707317073171,2.0675508788311,68,5.61764705882353,2.37543027847623,70,5.27142857142857,2.34008192951721,61,4.44262295081967,2.17963750934213,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the mind",0,"0","Noun",1.03869866142783,-2.5277447637465,1.71802047584612,1.26381097364826,-0.835664100074253,0.271362049447983
"114",114,"berani","audacious, brave, bold, courageous",56,6.41071428571429,1.98884878271815,69,4.63768115942029,2.20274570968861,82,6.13414634146341,1.99853152955266,68,5.58823529411765,2.63860712983222,70,5.45714285714286,2.16484235986461,61,6.19672131147541,2.1355691835445,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"to dare",0,"0","Verb",1.21966433087456,0.839660381695778,1.92728602374056,1.96266509561642,-0.150707090276362,0.229282091641702
"116",116,"berbaring","lie down",56,5.55357142857143,1.59453205283947,69,3.84057971014493,1.8757209469318,82,5.09756097560976,2.15801552699571,68,6.17647058823529,1.88427250675667,70,3.77142857142857,2.14118637419233,61,5.11475409836066,2.23680099439458,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"to lie down",0,"0","Verb",0.429995955106983,-1.23743064259572,0.0277987428525283,-0.322050303125621,-1.49615835952222,1.07088124776734
"117",117,"berbohong","lie",56,2.96428571428571,1.8087090897733,69,5.89855072463768,2.05186376924401,82,5.46341463414634,2.35804439769729,68,5.52941176470588,2.37820067588606,70,4.92857142857143,2.20224805149903,61,5.60655737704918,2.23814423518377,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"to lie(2)",0,"0","Verb",-1.95546059669091,-0.293298358826861,1.3316840797333,0.484319837606863,1.97755219016709,0.145122176029138
"128",128,"berharap","hope, expect",56,6.46428571428571,1.61767831069194,69,4.89855072463768,1.94138312987107,82,5.04878048780488,2.29816050447003,68,5.95588235294118,2.40294485703534,70,5.25714285714286,2.05493900812704,61,5.91803278688525,2.24570020236609,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"to hope",0,"0","Verb",1.26901860436004,0.304652087560088,1.70192312600808,-0.429566321889952,0.289622416022283,0.755281564220225
"134",134,"berkelahi","quarrel, argument, fight",56,3.10714285714286,1.89428395134195,69,5.85507246376812,1.79275799947226,82,5.35365853658537,2.2131590249274,68,5.20588235294118,2.58906324054947,70,3.94285714285714,2.1927794174287,61,5.62295081967213,2.36758621403199,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"to fight",1,"1","Verb",-1.82384920072965,-0.26182728270123,0.220966940908939,0.242408795387117,1.90416393911731,-0.317757359839961
"143",143,"bersalah","guilty, fault",56,3.57142857142857,1.96197621018978,69,4.63768115942029,1.93247033683005,82,5.08536585365854,2.29976498805881,68,5.45588235294118,2.32079389099076,70,5.41428571428571,2.18355419046368,61,5.9672131147541,2.19064079753508,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"guilty",0,"0","Adj",-1.39611216385554,0.399065315936975,1.87899397422646,-0.348929307816705,-0.150707090276362,0.0399222815134343
"146",146,"bersiul","whistle",56,5.25,1.81157891956663,69,4.36231884057971,1.94763064571797,82,5.41463414634146,1.95600512201225,68,6.52941176470588,1.9885537250654,70,4.18571428571429,2.18222634051609,61,5.24590163934426,2.20344985348671,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"to whistle",0,"0","Verb",0.150321738689299,-0.985662033590694,0.49462188815552,0.376803818842532,-0.615499346924931,1.57584074144272
"151",151,"bertengkar","fight ",56,3.44642857142857,1.77783978066481,69,5.6231884057971,2.09411956282181,82,5.31707317073171,2.13656034161111,68,5.51470588235294,2.54213828820991,70,4.57142857142857,2.21700560929277,61,5.91803278688525,1.96888362587544,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"to fight",0,"0","Verb",-1.51127213532165,0.304652087560088,0.929250333782442,0.16177178131387,1.51275993351852,0.124082197125998
"155",155,"beruang","bear",56,5.30357142857143,1.70474890560717,69,4.60869565217391,1.94949006382474,82,5.02439024390244,2.10804227097085,68,5.58823529411765,2.46912452983043,70,2.94285714285714,2.02080278412802,61,5,2.02484567313166,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the bear",0,"0","Noun",0.199676012174773,-1.45772817547513,-0.905847547753454,-0.483324331272118,-0.199632590976211,0.229282091641702
"158",158,"besi","iron ",56,5.03571428571429,1.43924583425785,69,3.89855072463768,1.80802888719954,82,5.18292682926829,2.2505310691802,68,6.36764705882353,1.74411087355275,70,3.14285714285714,2.04504147072308,61,5.13114754098361,2.22467533088962,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the iron",0,"0","Noun",-0.0470953552525962,-1.20595956647009,-0.680484650020976,-0.133897270288042,-1.39830735812252,1.34440097350817
"159",159,"betis","calf (of leg)",56,5.39285714285714,1.74437872689882,69,3.91304347826087,1.70413968664874,82,5.3780487804878,2.11193109164639,68,6.54411764705882,2.06197864350024,70,3.02857142857143,2.00702699281711,61,5.44262295081967,2.00436681742585,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the calf of the leg",0,"0","Noun",0.281933134650562,-0.608009120083148,-0.809263448725249,0.296166804769283,-1.3738446077726,1.59688072034586
"163",163,"bibi","aunt ",56,5.67857142857143,2.17512501506668,69,4.04347826086957,1.98104831583369,82,5.41463414634146,2.21081080882103,68,6.14705882352941,1.99450518220968,70,2.87142857142857,1.80916690388929,61,4.83606557377049,2.25964840826217,"2. probably borrowed","Modern",NA,NA,NA,NA,"the aunt",1,"1","Noun",0.545155926573089,-1.77243893673141,-0.986334296943625,0.376803818842532,-1.15367985462327,1.02880128996106
"164",164,"bibir","lips ",56,5.55357142857143,1.89659640463593,69,4.47826086956522,2.03360514164445,82,5.28048780487805,2.31620373868723,68,6.58823529411765,1.80575608770619,70,3.25714285714286,2.19806050401168,61,5.80327868852459,2.32966143556775,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the lip",0,"0","Noun",0.429995955106983,0.0843545546806855,-0.551705851316702,0.0811347672406202,-0.419797344125533,1.66000065705528
"165",165,"bijaksana","wise ",56,6.75,1.93766494899027,69,5.43478260869565,2.20612956841485,82,6.0609756097561,2.02055829575844,68,6.04411764705882,1.98827776318213,70,5.71428571428571,2.31656202751603,61,5.9016393442623,2.30727052331528,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"wise",1,"1","Adj",1.53224139628256,0.273181011434459,2.21703832082518,1.80139106746992,1.1947441789695,0.88152143763907
"169",169,"bintang","star ",56,6.23214285714286,2.32762908188937,69,4.57971014492754,2.2970940536293,82,5.41463414634146,2.43407507473309,68,6,2.36895341839122,70,3.82857142857143,2.3588957658096,61,5.65573770491803,2.24265650439859,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the star",0,"0","Noun",1.05515008592298,-0.198885130449974,0.0921881422046653,0.376803818842532,-0.248558091676061,0.818401500929648
"172",172,"biru","blue ",56,5.67857142857143,1.9918665787478,69,4.40579710144928,2.02425614936123,82,5.20731707317073,2.15874795032636,68,6.83823529411765,1.89744757163247,70,3.7,2.18260580864755,61,6.0327868852459,2.39420977300621,"4. very little evidence for borrowing","Early Malay",NA,NA,NA,NA,"blue",0,"0","Adj",0.545155926573089,0.524949620439488,-0.0526880063376424,-0.0801392609058767,-0.542111095875157,2.01768029840868
"173",173,"bocah","kid",56,4.875,2.04550504988155,69,4.98550724637681,1.83505692829781,82,5.53658536585366,2.33700833319285,68,6.04411764705882,2.03281896419147,70,3.27142857142857,2.04954168486821,61,5.49180327868852,2.20320184292219,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the child(1)",1,"1","Noun",-0.195158175709017,-0.513595891706261,-0.535608501478668,0.645593865753358,0.43639891812183,0.88152143763907
"174",174,"bodoh","stupid ",56,3.5,1.89736659610103,69,4.49275362318841,2.23358843703419,82,5.47560975609756,2.10364533552627,68,5.63235294117647,2.38718226307825,70,5.54285714285714,2.11746166254304,61,6,2.0976176963403,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"stupid",0,"0","Adj",-1.46191786183618,0.462007468188232,2.02387012276877,0.511198842297945,-0.395334593775608,0.292402028351125
"176",176,"bom","bomb ",56,2.41071428571429,1.64898630805591,69,5.52173913043478,2.18691762434075,82,4.5,2.26214145238915,68,4.66176470588235,2.54282892245723,70,3.04285714285714,2.08817036817939,61,5.0327868852459,2.5558248056466,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the bomb",1,"1","Noun",-2.46545475604081,-1.39478602322387,-0.793166098887215,-1.63912153298868,1.34152068106904,-1.09623657925617
"179",179,"botol","bottle ",56,5.05357142857143,1.71007328771332,69,4.05797101449275,2.05715435929612,82,5.15853658536585,2.27422222328145,68,6.35294117647059,2.12844772729598,70,2.88571428571429,2.01114904890075,61,5.67213114754098,2.40638949102461,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the bottle",1,"1","Noun",-0.030643930757438,-0.167414054324345,-0.970236947105591,-0.187655279670208,-1.12921710427335,1.32336099460503
"181",181,"buah","fruit ",56,5.83928571428571,2.16397601830339,69,4.11594202898551,2.0901465743991,82,5.39024390243902,2.21530087447925,68,6.57352941176471,1.97231719521101,70,3.17142857142857,2.02857434461634,61,6.0327868852459,2.25807597388244,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the fruit",0,"0","Noun",0.69321874702951,0.524949620439488,-0.648289950344907,0.323045809460366,-1.03136610287365,1.63896067815214
"182",182,"budak","slave ",56,3.21428571428571,1.92320079521128,69,4.78260869565217,2.19537994311444,82,4.64634146341463,2.27369254911239,68,4.52941176470588,2.56538722011186,70,3.77142857142857,2.2788977031014,61,4.31147540983607,2.117710899427,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the slave",0,"0","Noun",-1.7251406537587,-2.77951337275154,0.0277987428525283,-1.31657347669568,0.0939204132228846,-1.28559638938444
"184",184,"bui","jail",56,3.125,1.8296795546563,69,4.98550724637681,1.96657924582097,82,4.48780487804878,2.01992483932426,68,4.98529411764706,2.37833911104558,70,3.52857142857143,1.96137653947594,61,4.11475409836066,2.01741055692471,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the prison",1,"1","Noun",-1.80739777623449,-3.15716628625908,-0.245856204394053,-1.66600053767976,0.43639891812183,-0.633357043387075
