"Stimuli","AoA","SD","X","Stimuli.1","FreqSub","SD.1","freq2","cat","phonlength","Borrowed"
"germe",10.65238095,2.778406059,NA,"germe",3.214285714,1.031257516,2.64,"NOM",4,FALSE
"geste",6.995238095,2.063364065,NA,"geste",5.142857143,1.55668893,172.03,"NOM",4,FALSE
"gifle",5.427141268,1.838068177,NA,"gifle",3.714285714,0.975900073,11.68,"NOM",4,FALSE
"gîte",10.73333333,1.888866351,NA,"gîte",3.142857143,0.84827868,6.15,"ADJ",3,FALSE
"givre",9.385984427,3.02676235,NA,"givre",3,0.816496581,5.07,"NOM",4,TRUE
"glace",4.424916574,1.620434032,NA,"glace",4.464285714,1.07089934,78.71,"NOM",4,FALSE
"glaive",10.49333333,2.759598633,NA,"glaive",2.464285714,0.692934867,3.85,"NOM",4,TRUE
"gland",8.568409344,2.942458923,NA,"gland",3.392857143,1.065947178,3.04,"NOM",3,FALSE
"glande",12.36428571,1.864366399,NA,"glande",3.857142857,1.238705588,NA,"NOM",4,FALSE
"glauque",13.02892102,2.757979625,NA,"glauque",3.5,1,6.82,"ADJ",4,FALSE
"glisse",6.391546162,2.640055392,NA,"glisse",3.857142857,1.145499591,33.51,"NOM",4,FALSE
"globe",7.817857143,1.748891274,NA,"globe",3.357142857,1.223664373,8.58,"NOM",4,FALSE
"gloire",9.775305895,2.263786912,NA,"gloire",3.785714286,0.956736074,48.51,"NOM",5,FALSE
"glotte",12.06868132,3.270033898,NA,"glotte",2.571428571,1.069044968,2.03,"NOM",4,FALSE
"goinfre",8.420178799,2.819268675,NA,"goinfre",3.928571429,1.412341671,NA,"ADJ",5,FALSE
"golf",8.882091212,2.202637715,NA,"golf",3.035714286,0.881166855,7.16,"NOM",4,FALSE
"golfe",10.65238095,2.740920225,NA,"golfe",3.392857143,1.474205014,5.95,"NOM",4,FALSE
"gomme",5.706340378,2.063507818,NA,"gomme",4.607142857,1.13330999,9.8,"NOM",3,FALSE
"gond",11.325,3.111159003,NA,"gond",2.75,1.040833,NA,"NOM",2,FALSE
"gorge",5.746384872,2.042031457,NA,"gorge",4.428571429,1.230133128,82.91,"NOM",4,FALSE
"gosse",7.426028921,2.601901703,NA,"gosse",4.571428571,1.596954774,34.12,"NOM",3,FALSE
"gouffre",9.639599555,2.540849066,NA,"gouffre",3.321428571,1.020296668,11.35,"NOM",4,FALSE
"gourde",7.459399333,2.022986188,NA,"gourde",3.464285714,1.170063083,5.47,"ADJ",4,FALSE
"gousse",9.997619048,2.347901974,NA,"gousse",3.178571429,1.090483122,0.81,"NOM",3,FALSE
"goût",5.56618465,1.910919387,NA,"goût",5.107142857,1.370030703,124.8,"NOM",2,FALSE
"goutte",6.313681869,1.98921825,NA,"goutte",4.571428571,1.168366109,31.83,"ADV",3,FALSE
"grâce",8.775305895,2.755249145,NA,"grâce",5.607142857,1.547741143,128.78,"NOM",4,FALSE
"grade",10.70189099,2.787452685,NA,"grade",3.25,0.967049733,7.03,"NOM",4,FALSE
"grain",6.389321468,2.036230969,NA,"grain",3.714285714,0.854493259,24.26,"NOM",3,FALSE
"graine",5.848720801,1.94383503,NA,"graine",3.5,0.962250449,8.04,"NOM",4,FALSE
"graisse",8.066666667,2.046583921,NA,"graisse",4.571428571,1.199647214,18.05,"NOM",4,FALSE
"gramme",8.100111235,2.119038126,NA,"gramme",4.678571429,1.248808956,1.22,"NOM",4,FALSE
"grand",4.068965517,1.712697677,NA,"grand",5.535714286,1.290482048,629.79,"ADJ",3,TRUE
"grange",7.209121246,2.862813114,NA,"grange",3.285714286,0.937180281,40.74,"NOM",4,FALSE
"grappe",7.692857143,2.567703925,NA,"grappe",3.464285714,0.881166855,4.39,"NOM",4,TRUE
"gras",7.032258065,2.20507723,NA,"gras",4.857142857,1.007905261,31.69,"ADJ",3,FALSE
"gratte",5.923248053,2.753297144,NA,"gratte",4.535714286,1.346659595,7.5,"NOM",4,FALSE
"grave",6.17352614,2.359150567,NA,"grave",5.5,1.478237188,80.27,"ADJ",4,FALSE
"gré",11.34355045,2.671229676,NA,"gré",3.321428571,1.278122797,28.04,"NOM",3,FALSE
"grec",9.623809524,1.736689942,NA,"grec",3.107142857,1.100144291,26.08,"ADJ",4,FALSE
"greffe",11.74082314,2.501612383,NA,"greffe",3.571428571,0.878912267,5.54,"ADJ",4,FALSE
"grêle",7.701190476,2.73525304,NA,"grêle",3,0.7200823,10.94,"ADJ",4,TRUE
"grès",12.32261905,2.760351469,NA,"grès",3.392857143,1.39680285,4.05,"NOM",3,TRUE
"grève",10.38598443,2.574481888,NA,"grève",4.107142857,1.165532328,22.43,"VER",4,TRUE
"griffe",5.674082314,1.946598909,NA,"griffe",3.928571429,1.08622934,4.25,"NOM",4,TRUE
"grill",9.245238095,3.093188661,NA,"grill",3.535714286,0.999338405,NA,"NOM",4,FALSE
"grille",7.208008899,2.469600116,NA,"grille",4.035714286,1.104943198,45.07,"NOM",4,FALSE
"grippe",7.171301446,2.316374624,NA,"grippe",3.678571429,0.983326607,5.2,"NOM",4,TRUE
"gris",4.853170189,1.692488147,NA,"gris",4.642857143,1.28277147,114.05,"ADJ",3,TRUE
"grogne",8.029761905,3.174068784,NA,"grogne",3.464285714,1.201300001,6.21,"NOM",4,FALSE
"gros",4.713014461,1.640875717,NA,"gros",5.392857143,1.227441957,246.96,"ADJ",3,FALSE
"grotte",7.003337041,2.181052326,NA,"grotte",3.142857143,1.177388375,17.84,"NOM",4,FALSE
"groupe",6.314794216,2.24710088,NA,"groupe",5.428571429,1.168366109,86.96,"NOM",4,TRUE
"grue",7.106785317,2.586565789,NA,"grue",3.214285714,0.956736074,2.84,"NOM",3,FALSE
"guêpe",5.637374861,2.063507818,NA,"guêpe",3.178571429,0.722832465,2.84,"NOM",3,TRUE
"guère",10.17738095,2.51181118,NA,"guère",3.75,1.377732974,110.68,"ADV",3,TRUE
"guerre",6.925472747,2.099154976,NA,"guerre",4.392857143,1.286375491,338.65,"NOM",3,TRUE
"guêtre",11.6025641,3.276959191,NA,"guêtre",2.321428571,0.818923025,NA,"NOM",4,TRUE
"gueule",6.848720801,2.431425088,NA,"gueule",5.535714286,1.201300001,106.22,"NOM",3,FALSE
"guide",8.458286986,1.98651367,NA,"guide",4.107142857,1.065947178,19.87,"NOM",3,TRUE
"gym",7.102335929,1.797848176,NA,"gym",4.142857143,1.078898125,2.23,"NOM",3,FALSE
"hache",6.852057842,2.268531807,NA,"hache",3.214285714,1.100745298,11.9,"NOM",2,TRUE
"haie",7.885714286,2.219039867,NA,"haie",3.25,1.040833,14.8,"NOM",1,TRUE
"haine",9.560622914,2.695276633,NA,"haine",4.107142857,1.314852075,49.39,"NOM",2,TRUE
"hâle",12.38301282,2.298159799,NA,"hâle",2.75,1.075828707,NA,"NOM",2,TRUE
"hall",9.17352614,2.834123862,NA,"hall",4.321428571,1.306779231,25.81,"NOM",2,TRUE
"halle",10.16907675,2.724638676,NA,"halle",3.857142857,1.353029132,1.01,"NOM",2,TRUE
"halte",10.1452381,2.476556749,NA,"halte",3.357142857,1.28277147,14.93,"NOM",3,TRUE
"hanche",8.136781609,2.579539298,NA,"hanche",3.964285714,1.137969044,9.59,"NOM",2,TRUE
"hargne",11.9547619,2.196130348,NA,"hargne",2.928571429,0.813250061,4.26,"NOM",3,TRUE
"harpe",9.101223582,2.279407582,NA,"harpe",2.821428571,0.772373515,4.86,"NOM",3,TRUE
"hâte",9.850945495,2.534917445,NA,"hâte",4.321428571,1.516662306,47.64,"NOM",2,TRUE
"hausse",9.516666667,2.285385855,NA,"hausse",4.928571429,1.331347728,10.81,"NOM",2,FALSE
"haut",4.748609566,1.677171198,NA,"haut",5.75,1.109721353,253.24,"ADJ",1,TRUE
"havre",12.20355951,2.890845767,NA,"havre",2.892857143,0.916486274,3.04,"NOM",3,TRUE
"herbe",4.744160178,1.765865105,NA,"herbe",4.321428571,1.090483122,86.08,"NOM",3,FALSE
"hertz",12.88876529,1.745655129,NA,"hertz",2.75,0.887151079,NA,"NOM",4,FALSE
"heure",5.921023359,2.208974851,NA,"heure",6.25,1.404358296,439.86,"NOM",2,FALSE
"hier",5.219047619,1.382983615,NA,"hier",6.321428571,0.862965234,92.64,"ADV",3,FALSE
"homme",4.716351502,1.70703793,NA,"homme",5.857142857,1.112697281,852.23,"NOM",2,FALSE
"honte",7.463848721,2.566952924,NA,"honte",4.928571429,1.331347728,82.64,"NOM",2,TRUE
"hors",8.923248053,2.836778424,NA,"hors",5.571428571,1.317364693,92.43,"PRE",2,FALSE
"hôte",10.42157953,2.552249693,NA,"hôte",3.142857143,1.208435956,10.81,"NOM",2,FALSE
"hotte",6.722860792,2.572112662,NA,"hotte",3.285714286,1.181873681,2.43,"NOM",2,TRUE
"houle",12.66133005,2.261805373,NA,"houle",2.428571429,0.959497223,8.85,"NOM",2,TRUE
"housse",9.179087875,2.574481888,NA,"housse",3.821428571,1.278122797,3.11,"NOM",2,TRUE
"houx",8.147619048,2.775922752,NA,"houx",2.5,0.693888666,1.28,"NOM",1,TRUE
"huile",8.52836485,10.79934287,NA,"huile",4.642857143,1.161553421,36.49,"NOM",3,FALSE
"huit",4.709677419,1.4088812,NA,"huit",5.142857143,1.508354161,102.5,"ADJ",3,FALSE
"huître",8.103448276,2.532546762,NA,"huître",2.964285714,1.104943198,2.7,"NOM",4,FALSE
"humble",11.27884615,1.878237945,NA,"humble",3.5,1.071516751,12.84,"ADJ",3,FALSE
"hutte",9.100111235,2.662765964,NA,"hutte",2.642857143,0.731020885,4.93,"NOM",2,TRUE
"hyène",9.457174638,2.682880814,NA,"hyène",2.607142857,0.875141712,1.76,"NOM",3,FALSE
"hymne",10.06785714,2.720927834,NA,"hymne",3.357142857,1.253566341,6.69,"NOM",3,FALSE
"il",4.35483871,1.57466501,NA,"il",6.928571429,0.262265264,15832.16,"ADJ",2,FALSE
"île",6.385984427,1.956516545,NA,"île",3.285714286,1.11744228,83.58,"NOM",2,FALSE
"ivre",9.675194661,2.790151651,NA,"ivre",3.857142857,0.970463261,21.76,"ADJ",3,FALSE
"jambe",4.137931034,1.751190072,NA,"jambe",5.25,1.1426091,49.93,"NOM",3,FALSE
"jarre",10.74972191,2.32332724,NA,"jarre",2.642857143,1.026114055,1.49,"NOM",3,TRUE
"jauge",11.98901099,2.579938886,NA,"jauge",3.142857143,0.931517508,NA,"NOM",3,TRUE
"jaune",3.816462736,1.446538322,NA,"jaune",4.535714286,1.574851971,95.47,"ADJ",3,FALSE
"jazz",9.886540601,2.635571391,NA,"jazz",3.607142857,1.065947178,8.11,"NOM",4,TRUE
"je",3.709677419,1.803222921,NA,"je",6.785714286,0.786795792,10862.77,"NOM",2,FALSE
"jean",7.988876529,2.675656888,NA,"jean",5.357142857,1.12921755,NA,"NOM",4,TRUE
"jet",9.312569522,3.385611554,NA,"jet",3.464285714,1.231745009,14.53,"NOM",4,FALSE
"jeu",4.208008899,1.888277363,NA,"jeu",5.107142857,1.100144291,130.68,"NOM",2,FALSE
"jeune",6.52836485,2.039396917,NA,"jeune",5.321428571,1.218790275,450.41,"ADJ",3,FALSE
"jeûne",10.58333333,2.440086676,NA,"jeûne",3.5,1.261979632,3.79,"NOM",3,FALSE
"job",11.66740823,2.456941013,NA,"job",4.785714286,1.166099635,NA,"NOM",4,TRUE
"joie",6.640711902,1.910919387,NA,"joie",4.642857143,1.12921755,134.12,"NOM",3,FALSE
"joindre",9.318131257,2.15576247,NA,"joindre",4.464285714,0.922241346,14.19,"VER",5,FALSE
"joint",10.42380423,3.206176834,NA,"joint",4.285714286,1.436486012,10.27,"VER",3,FALSE
"jouable",10.21583653,3.444135445,NA,"jouable",3.785714286,0.875897121,0.07,"ADJ",5,FALSE
"joue",4.421579533,2.305206823,NA,"joue",5.035714286,1.318869967,86.82,"NOM",2,FALSE
"joué",4.640711902,1.607776799,NA,"joué",4.642857143,1.253566341,34.12,"VER",3,FALSE
"jouer",3.889877642,1.833382209,NA,"jouer",5.035714286,1.400585667,121.82,"VER",3,FALSE
"jouet",3.745272525,1.70640791,NA,"jouet",4.678571429,1.306779231,7.03,"NOM",3,FALSE
"joueur",6.17352614,2.136724455,NA,"joueur",4.392857143,1.030615987,10.74,"ADJ",4,FALSE
"jouir",12.81071429,2.036731662,NA,"jouir",4.357142857,1.095928009,15.68,"VER",4,FALSE
"jour",4.745272525,1.686760591,NA,"jour",6.107142857,1.165532328,826.35,"NOM",3,FALSE
"joute",15.45352564,17.59619714,NA,"joute",2.571428571,0.959497223,1.08,"NOM",3,FALSE
"juge",9.098998888,2.432309403,NA,"juge",4,1.217161239,40.95,"NOM",3,FALSE
"juin",5.994438265,1.790656755,NA,"juin",3.714285714,1.150109266,51.28,"NOM",3,FALSE
"jungle",6.49054505,2.777404993,NA,"jungle",3,1.018350154,7.43,"NOM",4,TRUE
"jupe",4.886540601,2.003223209,NA,"jupe",4.607142857,1.165532328,34.05,"NOM",3,TRUE
"jus",5.209121246,1.965290205,NA,"jus",5.5,1.03637545,23.04,"NOM",2,FALSE
"jusque",7.171301446,1.834554823,NA,"jusque",6.321428571,0.944911183,NA,"ADV",4,FALSE
"juste",5.957730812,1.70703793,NA,"juste",5.928571429,1.331347728,278.04,"ADJ",4,FALSE
"kilt",10.80952381,2.309401077,NA,"kilt",2.642857143,0.869835477,NA,"NOM",4,FALSE
"kiosque",9.848720801,2.445096036,NA,"kiosque",3.892857143,1.065947178,5.88,"NOM",5,FALSE
"kit",11.81226054,2.389426627,NA,"kit",3.857142857,1.238705588,0.34,"NOM",3,TRUE
"la",4.101223582,1.982178665,NA,"la",6.892857143,0.314970394,24877.3,"ART",2,FALSE
"là",5.467185762,2.447293875,NA,"là",6.714285714,0.809990528,1093.92,"ADV",2,FALSE
"lac",6.171301446,2.243269503,NA,"lac",3.357142857,1.095928009,32.84,"NOM",3,FALSE
"lâche",9.599555061,2.740771416,NA,"lâche",3.964285714,1.373887236,29.99,"ADJ",3,FALSE
"laid",7.371428571,2.222145593,NA,"laid",4.357142857,1.223664373,11.9,"ADJ",2,TRUE
"laine",6.385984427,1.973480088,NA,"laine",3.714285714,0.975900073,34.86,"NOM",3,FALSE
"laisse",5.707452725,1.912606733,NA,"laisse",5.785714286,1.44932022,162.16,"NOM",3,TRUE
"lait",4.137931034,1.897366596,NA,"lait",5.535714286,1.137969044,62.23,"NOM",2,FALSE
"lame",7.536151279,2.307071877,NA,"lame",3.892857143,1.13330999,25.81,"NOM",3,FALSE
"lampe",4.888765295,1.627056185,NA,"lampe",5.25,1.530553035,71.15,"NOM",3,FALSE
"lance",6.955506118,2.340848114,NA,"lance",4.25,1.456149158,28.65,"NOM",3,FALSE
"langue",4.459399333,1.989758725,NA,"langue",4.821428571,1.188013325,103.78,"NOM",3,FALSE
"laque",9.35483871,2.71039417,NA,"laque",3.535714286,1.137969044,2.29,"NOM",3,TRUE
"lard",9.033333333,3.600127712,NA,"lard",3.535714286,1.231745009,11.01,"NOM",3,FALSE
"large",6.854282536,1.820433601,NA,"large",4.892857143,1.474205014,106.15,"ADJ",4,TRUE
"larme",5.993325918,2.400268802,NA,"larme",4.392857143,1.314852075,10.81,"NOM",4,FALSE
"larve",9.028921023,2.296327128,NA,"larve",2.892857143,0.628890011,1.69,"NOM",4,FALSE
"las",11.24249166,1.940513179,NA,"las",3.214285714,1.44932022,24.39,"ADJ",2,FALSE
"latte",10.0702381,2.999808423,NA,"latte",2.964285714,0.881166855,2.03,"NOM",3,TRUE
"lave",7.245828699,2.473080879,NA,"lave",4.214285714,1.618347187,10.82,"NOM",3,FALSE
"le",4.072302558,1.599058863,NA,"le",6.928571429,0.262265264,20735.14,"ART",2,FALSE
"lent",6.352614016,2.171169845,NA,"lent",4.928571429,1.463850109,23.31,"ADJ",2,FALSE
"lente",6.740823137,2.204101748,NA,"lente",4.785714286,1.370513363,22.7,"ADJ",3,FALSE
"lèpre",11.35150167,2.508908858,NA,"lèpre",2.464285714,0.576203594,3.51,"NOM",4,FALSE
"les",4.601779755,2.046765085,NA,"les",6.678571429,1.055973184,16074.53,"ART",2,FALSE
"lettre",5.456062291,1.726454506,NA,"lettre",4.964285714,1.502643174,140.88,"NOM",4,FALSE
"leur",6.13570634,2.128152311,NA,"leur",6.607142857,0.737326789,427.5,"PRO",3,FALSE
"leurre",12.38375973,2.837157445,NA,"leurre",3.25,0.887151079,2.36,"NOM",3,TRUE
"lèvre",5.106785317,1.700094874,NA,"lèvre",4.821428571,1.055973184,20.74,"NOM",4,FALSE
"liane",8.032258065,2.594037829,NA,"liane",2.714285714,0.534522484,1.08,"NOM",4,FALSE
"liasse",10.13793103,2.049390153,NA,"liasse",3.214285714,1.227980663,7.36,"NOM",4,FALSE
"libre",7.783092325,2.163231354,NA,"libre",4.75,1.481365736,130.14,"ADJ",4,FALSE
"lie",10.31043956,3.547858733,NA,"lie",3,1.247219129,NA,"NOM",2,TRUE
"lié",8.745272525,2.836399353,NA,"lié",4.571428571,1.42539329,12.17,"VER",3,FALSE
"liège",9.001112347,2.469600116,NA,"liège",3.285714286,0.76289618,3.58,"NOM",4,FALSE
"lien",8.03192848,2.199417747,NA,"lien",4.928571429,1.245096201,18.18,"NOM",3,FALSE
"liesse",12.15833333,3.149073938,NA,"liesse",2.678571429,0.983326607,2.16,"NOM",4,FALSE
"lieu",7.286904762,2.220334447,NA,"lieu",5.214285714,1.343217333,213.38,"NOM",3,FALSE
"lièvre",6.527252503,1.96966238,NA,"lièvre",3.071428571,1.051579814,4.73,"NOM",5,FALSE
"light",12.13793103,2.863564213,NA,"light",4.428571429,1.47644647,0.27,"ADJ",4,TRUE
"ligne",5.963292547,1.651978286,NA,"ligne",4.964285714,1.201300001,101.01,"NOM",3,FALSE
"ligue",12.09232481,2.675656888,NA,"ligue",3.571428571,0.959497223,1.62,"NOM",3,FALSE
"lime",8.812013348,2.87331063,NA,"lime",3.571428571,1.03381965,3.59,"NOM",3,TRUE
"lin",11.27474972,2.469600116,NA,"lin",3.178571429,0.904866326,6.01,"NOM",2,FALSE
"linge",6.600667408,1.85785169,NA,"linge",5,1.154700538,44.53,"NOM",3,FALSE
"lion",4.387096774,1.909793661,NA,"lion",3.107142857,0.956044541,20.14,"NOM",3,FALSE
"lire",5.492769744,2.452122188,NA,"lire",5.821428571,0.904866326,112.43,"NOM",3,FALSE
"lisse",8.033251232,2.631282068,NA,"lisse",4.142857143,1.208435956,27.91,"ADJ",3,FALSE
"liste",7.24916574,2.077011915,NA,"liste",5,1.305260014,18.92,"NOM",4,TRUE
"lit",3.778642937,1.979464465,NA,"lit",5.928571429,1.152407188,340.6,"VER",2,FALSE
"litre",8.032142857,2.218262756,NA,"litre",5.107142857,1.227441957,10.2,"NOM",4,TRUE
"livre",4.44047619,1.397863723,NA,"livre",5.857142857,1.208435956,161.15,"NOM",4,FALSE
"lobe",10.20689655,3.483293461,NA,"lobe",3.821428571,1.362284884,1.35,"NOM",3,FALSE
"loft",13.78690476,3.67173109,NA,"loft",3.464285714,1.07089934,NA,"NOM",4,FALSE
"loge",9.314794216,2.334408355,NA,"loge",3.178571429,1.188013325,21.29,"NOM",3,TRUE
"loi",8.920238095,2.944115502,NA,"loi",4.821428571,1.362284884,44.46,"NOM",3,FALSE
"loin",5.642936596,1.582158591,NA,"loin",5.392857143,1.165532328,452.36,"ADV",3,FALSE
"long",5.209121246,1.998924442,NA,"long",5.678571429,1.123933945,324.32,"ADJ",2,TRUE
"look",10.0297619,2.925315584,NA,"look",4.785714286,1.286889528,NA,"NOM",3,TRUE
"lors",8.849833148,2.881531851,NA,"lors",5.785714286,1.315354983,70.27,"ADV",3,FALSE
"lorsque",7.955952381,2.128352663,NA,"lorsque",6.392857143,0.916486274,207.16,"ADV",6,FALSE
"lot",8.139043382,2.008048322,NA,"lot",4.035714286,1.104943198,15.68,"NOM",2,TRUE
"louange",10.85119048,2.335384977,NA,"louange",2.785714286,0.956736074,1.89,"NOM",4,FALSE
"louche",7.457174638,2.657915749,NA,"louche",4.142857143,1.238705588,10.48,"ADJ",3,TRUE
"loué",10.48609566,2.785137204,NA,"loué",4.214285714,1.166099635,8.05,"VER",3,FALSE
"louer",9.917686318,2.859806746,NA,"louer",4.142857143,1.007905261,7.57,"VER",3,FALSE
"loup",4.675194661,1.360739837,NA,"loup",3.392857143,1.100144291,22.3,"NOM",2,FALSE
"loupe",6.992213571,1.892259274,NA,"loupe",3.785714286,1.133893419,6.75,"NOM",3,TRUE
"lourd",5.494994438,1.958713644,NA,"lourd",4.928571429,1.274495439,66.01,"ADJ",3,FALSE
"loutre",8.599555061,2.894562942,NA,"loutre",2.642857143,0.731020885,1.35,"NOM",4,TRUE
"lu",8.381535039,9.003464088,NA,"lu",5.571428571,1.259881577,59.52,"VER",2,FALSE
"lueur",9.909323116,2.626597567,NA,"lueur",3.25,1.205696356,49.12,"NOM",4,FALSE
"luge",5.67185762,2.593208665,NA,"luge",2.857142857,1.044005311,1.42,"NOM",3,TRUE
"lui",5.314794216,1.910356607,NA,"lui",6.642857143,0.621484824,4235.68,"PRO",3,FALSE
"lune",4.745272525,1.25638156,NA,"lune",4.285714286,1.181873681,63.24,"NOM",3,FALSE
"lustre",8.920238095,2.486977578,NA,"lustre",3.571428571,1.230133128,7.44,"NOM",5,FALSE
"lutte",8.779755284,2.564857622,NA,"lutte",4,0.942809042,42.09,"NOM",3,FALSE
"luxe",9.674082314,2.433635274,NA,"luxe",4.071428571,1.184109962,38.92,"NOM",4,FALSE
"lymphe",13.38141026,2.723120382,NA,"lymphe",2.571428571,0.790151014,NA,"NOM",3,FALSE
"lynx",9.380422692,3.005371535,NA,"lynx",2.714285714,1.013141168,1.22,"NOM",4,FALSE
"lys",9.848720801,2.777017817,NA,"lys",2.928571429,1.051579814,3.38,"NOM",3,FALSE
"mâche",8.631813126,4.036393578,NA,"mâche",4,1.217161239,2.36,"NOM",3,TRUE
"mai",5.604004449,1.480337073,NA,"mai",3.642857143,1.223664373,45.88,"NOM",2,FALSE
"maigre",6.997775306,1.84274223,NA,"maigre",4.535714286,1.170063083,46.08,"ADJ",4,FALSE
"maille",9.071428571,2.741758811,NA,"maille",3.107142857,1.065947178,2.84,"NOM",3,FALSE
"main",3.640711902,1.727699695,NA,"main",5.75,1.322875656,788.72,"NOM",2,TRUE
"maire",8.102335929,2.024580137,NA,"maire",4.035714286,1.137969044,13.11,"NOM",3,FALSE
"mais",5.314794216,2.156261201,NA,"mais",6.714285714,0.937180281,4465.27,"ADV",2,FALSE
"maître",5.313681869,1.757931336,NA,"maître",3.857142857,1.380131119,130.4,"ADJ",4,FALSE
"mal",4.174638487,1.80620198,NA,"mal",5.785714286,1.227980663,545.82,"ADJ",3,FALSE
"mâle",7.923248053,1.978377743,NA,"mâle",3.964285714,0.999338405,15.95,"ADJ",3,FALSE
"malle",8.136818687,2.689285791,NA,"malle",3.178571429,0.862965234,10.27,"NOM",3,TRUE
"malt",13.06641124,3.374053416,NA,"malt",2.678571429,1.090483122,NA,"NOM",4,TRUE
"manche",5.674082314,2.1884349,NA,"manche",4.5,0.838870493,35.41,"NOM",3,FALSE
"mangue",10.34593993,2.626580425,NA,"mangue",2.964285714,0.692934867,NA,"NOM",3,FALSE
"manque",6.492769744,2.253790117,NA,"manque",5.571428571,1.42539329,77.77,"NOM",3,FALSE
"marbre",9.663095238,2.160512923,NA,"marbre",2.928571429,0.71639899,41.69,"NOM",5,FALSE
"marche",4.745272525,1.764037402,NA,"marche",5.5,1.374368542,158.38,"NOM",4,TRUE
"mare",6.392857143,1.853068383,NA,"mare",3.928571429,1.48893627,10,"NOM",3,TRUE
"marge",7.675194661,2.986348869,NA,"marge",4.142857143,1.145499591,12.64,"NOM",4,FALSE
"marque",8.062291435,2.441575377,NA,"marque",5.035714286,1.574851971,37.77,"NOM",4,TRUE
"mars",6.469047619,2.19298778,NA,"mars",3.678571429,1.218790275,31.42,"NOM",4,FALSE
"masque",5.889877642,1.778001778,NA,"masque",3.714285714,1.11744228,30.68,"NOM",4,TRUE
"masse",9.421579533,2.404297228,NA,"masse",4,1.217161239,62.57,"NOM",3,FALSE
"mat",9.58452381,2.413801314,NA,"mat",3.214285714,1.133893419,10.61,"ADJ",3,TRUE
"mât",9.213095238,3.090400413,NA,"mât",3.142857143,0.84827868,5.95,"NOM",2,TRUE
"match",7.208008899,1.957615403,NA,"match",4.642857143,1.19301317,9.39,"NOM",4,TRUE
"maths",6.496106785,1.453212977,NA,"maths",5.178571429,1.156417566,3.38,"NOM",3,FALSE
"mauve",7.670745273,2.579905808,NA,"mauve",3.428571429,1.168366109,14.4,"ADJ",3,FALSE
"me",5.136818687,2.689285791,NA,"me",6.357142857,1.61507449,4264.32,"NOM",2,FALSE
"mèche",7.63403782,2.91750372,NA,"mèche",4.428571429,1.168366109,19.12,"NOM",3,FALSE
"membre",8.14047619,2.434427403,NA,"membre",4.357142857,1.061595086,15.2,"NOM",4,FALSE
"même",5.785317019,1.564388644,NA,"même",6.321428571,0.983326607,2120.2,"ADJ",3,FALSE
"menthe",6.031145717,2.0388696,NA,"menthe",4.285714286,1.049061057,9.39,"NOM",3,FALSE
"mer",4.709677419,1.58690881,NA,"mer",3.5,1,246.55,"NOM",3,FALSE
"mère",4.423804227,1.847404456,NA,"mère",5.714285714,1.150109266,737.09,"NOM",3,FALSE
"merle",8.101223582,2.594037829,NA,"merle",3.071428571,0.978607152,2.64,"NOM",4,FALSE
"mes",4.85650723,1.899065984,NA,"mes",6.892857143,0.314970394,1023.11,"NOM",2,TRUE
"messe",7.958843159,2.257127302,NA,"messe",3.5,1.170628195,32.7,"NOM",3,FALSE
"mètre",7.719688543,2.171665037,NA,"mètre",4.607142857,1.547741143,22.29,"NOM",4,FALSE
"mets",8.704115684,3.676721307,NA,"mets",4.428571429,1.525792361,41.69,"NOM",2,FALSE
"mettre",5.103448276,2.097617696,NA,"mettre",5.357142857,1.520581899,230.2,"VER",4,FALSE
"meuble",6.175750834,2.494725619,NA,"meuble",5.428571429,1.259881577,15.27,"ADJ",4,FALSE
"meule",10.18007663,3.642253403,NA,"meule",3.964285714,1.55115591,4.87,"NOM",3,FALSE
"meurtre",8.676307008,2.155263624,NA,"meurtre",3.25,1.350582865,12.3,"NOM",5,TRUE
"mi",7.958843159,2.151268693,NA,"mi",3.928571429,1.561778934,NA,"NOM",2,FALSE
"miche",9.038095238,3.050532269,NA,"miche",3.25,1.430488132,4.59,"NOM",3,TRUE
"mie",5.9621802,1.938295449,NA,"mie",3.714285714,1.272418021,5.68,"NOM",2,FALSE
"miel",6.169076752,2.103248895,NA,"miel",4.25,1.1426091,16.49,"ADJ",4,FALSE
"mien",4.709677419,1.945493828,NA,"mien",5.285714286,1.383959506,36.82,"ADJ",3,FALSE
"miette",5.462736374,1.544327114,NA,"miette",5.714285714,1.46204177,4.12,"NOM",4,FALSE
"mieux",6.177975528,1.733912228,NA,"mieux",5.321428571,1.334820599,437.37,"ADV",3,FALSE
"mille",7.171301446,1.779210892,NA,"mille",5.642857143,1.44566493,169.73,"ADJ",3,FALSE
"mime",7.995238095,2.501493807,NA,"mime",3.821428571,1.492042384,1.76,"NOM",3,FALSE
"mince",7.492769744,2.193832999,NA,"mince",4.214285714,1.52405752,63.18,"ADJ",3,FALSE
"mine",7.428253615,2.655487319,NA,"mine",4.357142857,1.54474703,52.44,"NOM",3,TRUE
"mioche",9.805952381,3.00210654,NA,"mioche",3.857142857,1.40671105,1.08,"NOM",4,FALSE
"mis",6.209121246,2.379572565,NA,"mis",4.5,1.75330376,258.18,"VER",2,FALSE
"mise",8.420467186,2.948664724,NA,"mise",4.928571429,1.741190981,85.61,"VER",3,FALSE
"mixte",9.672969967,2.111412919,NA,"mixte",4.428571429,1.525792361,2.3,"ADJ",5,FALSE
